ID,Title,Category,Sub_Category,KhateebName,CityName,Date,Masjid
6893,سورة ق,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","القرآن والتفسير, الموت والحشر",ناصر بن محمد الأحمد,الخبر,5/6/1419,النور
6894,شؤم المعصية,الرقاق والأخلاق والآداب,آثار الذنوب والمعاصي,ناصر بن محمد الأحمد,الخبر,"",النور
6895,شهود يوم القيامة,الإيمان,اليوم الآخر,ناصر بن محمد الأحمد,الخبر,18/7/1414,النور
6896,صراع الإسلام والنصرانية,أديان وفرق ومذاهب,أديان,ناصر بن محمد الأحمد,الخبر,4/7/1422,النور
6897,صلاة الجماعة,فقه,الصلاة,ناصر بن محمد الأحمد,الخبر,2/4/1417,النور
6898,صور من أكل الحرام,الرقاق والأخلاق والآداب,الكبائر والمعاصي,ناصر بن محمد الأحمد,الخبر,4/7/1414,النور
6899,طاش ما طاش,العلم والدعوة والجهاد,الإعلام,ناصر بن محمد الأحمد,الخبر,12/9/1421,النور
690,العلم والتعليم,العلم والدعوة والجهاد,العلم الشرعي,صالح الونيان,بريدة,"",جامع الإمام محمد بن عبد الوهاب
6900,طول الأمل,الرقاق والأخلاق والآداب,الفتن,ناصر بن محمد الأحمد,الخبر,13/5/1422,النور
6901,عثمان بن عفان وصفة الحياء,"الرقاق والأخلاق والآداب, سيرة وتاريخ","تراجم, مكارم الأخلاق",ناصر بن محمد الأحمد,الخبر,15/11/1410,النور
6902,عذاب القبر ونعيمه,الرقاق والأخلاق والآداب,الموت والحشر,ناصر بن محمد الأحمد,الخبر,14/2/1415,النور
6903,علاقة المسلم مع نفسه,"الرقاق والأخلاق والآداب, فقه","الآداب والحقوق العامة, الطهارة",ناصر بن محمد الأحمد,الخبر,"",النور
6904,علاقة المسلم مع ربه,"الإيمان, التوحيد","الألوهية, الله عز وجل",ناصر بن محمد الأحمد,الخبر,24/1/1413,النور
6905,علاقة المسلم بوالديه,الأسرة والمجتمع,الوالدان,ناصر بن محمد الأحمد,الخبر,14/3/1413,النور
6906,علم الله تعالى,"الإيمان, التوحيد","الأسماء والصفات, الولاء والبراء",ناصر بن محمد الأحمد,الخبر,27/11/1417,النور
6909,فضل العلم والعلماء,العلم والدعوة والجهاد,العلم الشرعي,ناصر بن محمد الغامدي,مكة المكرمة,"",جامع سعد الحربي
691,العلمانية وخطرها,أديان وفرق ومذاهب,مذاهب فكرية معاصرة,صالح الونيان,بريدة,"",جامع الإمام محمد بن عبد الوهاب
6910,قاتل المائة نفس,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد, سيرة وتاريخ","أحاديث مشروحة, التوبة, القصص",ناصر بن محمد الأحمد,الخبر,"",النور
6911,قصة أيوب عليه السلام,"الرقاق والأخلاق والآداب, سيرة وتاريخ","الفتن, القصص",ناصر بن محمد الأحمد,الخبر,30/12/1408,النور
6912,قصة ذي القرنين,"العلم والدعوة والجهاد, سيرة وتاريخ","القرآن والتفسير, القصص",ناصر بن محمد الأحمد,الخبر,13/1/1413,النور
6913,قصة شعيب عليه السلام,سيرة وتاريخ,القصص,ناصر بن محمد الأحمد,الخبر,14/1/1409,النور
6914,قصة لوط عليه السلام,سيرة وتاريخ,القصص,ناصر بن محمد الأحمد,الخبر,7/1/1709,النور
6915,قصة موسى ويوم عاشوراء,سيرة وتاريخ,القصص,ناصر بن محمد الأحمد,الخبر,5/1/1422,النور
6916,قوافل الحجيج,فقه,الحج والعمرة,ناصر بن محمد الأحمد,الخبر,22/11/1421,النور
6918,كلا إنها لظى (1),الرقاق والأخلاق والآداب,الجنة والنار,ناصر بن محمد الأحمد,الخبر,23/3/1422,النور
6919,كلا إنها لظى (2),الرقاق والأخلاق والآداب,"الجنة والنار, الكبائر والمعاصي",ناصر بن محمد الأحمد,الخبر,"",النور
692,العنوســــــة,"الأسرة والمجتمع, فقه","المرأة, النكاح",صالح الونيان,بريدة,"",جامع الإمام محمد بن عبد الوهاب
6920,لبيك اللهم لبيك,فقه,"الحج والعمرة, المساجد",ناصر بن محمد الأحمد,الخبر,4/12/1420,النور
6921,غزوة مؤتة ومُصاب الشيشان,"العلم والدعوة والجهاد, سيرة وتاريخ","المسلمون في العالم, غزوات",ناصر بن محمد الغامدي,مكة المكرمة,28/10/1420,جامع الخضراء
6923,محاسبة النفس بعد نهاية الإجازة,الرقاق والأخلاق والآداب,"أعمال القلوب, اغتنام الأوقات",ناصر بن محمد الأحمد,الخبر,3/6/1421,النور
6924,مرحباً برمضان,فقه,الصوم,ناصر بن محمد الأحمد,الخبر,28/8/1421,النور
6925,مفاتيح الرزق,الإيمان,الجن والشياطين,ناصر بن محمد الأحمد,الخبر,11/5/1418,النور
6926,من أحكام الجنائز,فقه,الجنائز,ناصر بن محمد الغامدي,مكة المكرمة,22/2/1421,جامع الخضراء
6927,من معاني النصر,العلم والدعوة والجهاد,القتال والجهاد,ناصر بن محمد الأحمد,الخبر,10/8/1422,النور
6928,موعظة عن الآخرة,"الإيمان, الرقاق والأخلاق والآداب","الموت والحشر, اليوم الآخر",ناصر بن محمد الأحمد,الخبر,29/2/1410,النور
6929,نوح عليه السلام,سيرة وتاريخ,القصص,ناصر بن محمد الأحمد,الخبر,"",النور
6930,ورجع الحجيج,فقه,الحج والعمرة,ناصر بن محمد الأحمد,الخبر,18/12/1417,النور
6931,وقتل داود جالوت,العلم والدعوة والجهاد,القتال والجهاد,ناصر بن محمد الأحمد,الخبر,24/8/1422,النور
6932,وقفات مع آيات,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد, موضوعات عامة","آثار الذنوب والمعاصي, السياحة والسفر, القرآن والتفسير",ناصر بن محمد الأحمد,الخبر,19/2/1417,النور
6933,يوسف عليه السلام (2),"العلم والدعوة والجهاد, سيرة وتاريخ","القرآن والتفسير, القصص",ناصر بن محمد الأحمد,الخبر,22/2/1410,النور
6934,يوم الجمعة,"الرقاق والأخلاق والآداب, فقه","اغتنام الأوقات, الصلاة",ناصر بن محمد الأحمد,الخبر,17/6/1416,النور
6935,ضرورة المراجعة والمحاسبة,الرقاق والأخلاق والآداب,اغتنام الأوقات,أسامة بن عبد الله خياط,مكة المكرمة,29/12/1424,المسجد الحرام
6936,المحاسبة الجادّة,الرقاق والأخلاق والآداب,"اغتنام الأوقات, الزهد والورع",عبد الباري بن عوض الثبيتي,المدينة المنورة,29/12/1424,المسجد النبوي
6937,خطبة عرفة 1424هـ,العلم والدعوة والجهاد,محاسن الشريعة,عبد العزيز بن عبد الله آل الشيخ,عرفة,9/12/1424,نمرة
6938,بين عامين,سيرة وتاريخ,السيرة النبوية,إسماعيل الحاج أمين نواهضة,القدس,29/12/1424,المسجد الأقصى
6940,قل يا أهل الكتاب,"أديان وفرق ومذاهب, الإيمان, التوحيد, العلم والدعوة والجهاد","أديان, أهمية التوحيد, الإيمان بالرسل, محاسن الشريعة",صالح بن محمد آل طالب,مكة المكرمة,7/1/1425,المسجد الحرام
6941,خطبة عيد فطر 1419هـ,العلم والدعوة والجهاد,الإعلام,ناصر بن محمد الأحمد,الخبر,1/10/1419,النور
6942,فتح بيت المقدس,سيرة وتاريخ,معارك وأحداث,ناصر بن محمد الأحمد,الخبر,2/3/1422,النور
6943,عمر المختار,"العلم والدعوة والجهاد, سيرة وتاريخ","القتال والجهاد, تراجم",ناصر بن محمد الأحمد,الخبر,17/3/1412,النور
6944,من خصائص هذه الأمة,العلم والدعوة والجهاد,محاسن الشريعة,ناصر بن محمد الأحمد,الخبر,19/5/1412,النور
6945,مواقِف وتأمّلات,"العلم والدعوة والجهاد, فقه","الصوم, المسلمون في العالم",حسين بن عبد العزيز آل الشيخ,المدينة المنورة,7/1/1425,المسجد النبوي
6947,من وحي الهجرة,سيرة وتاريخ,السيرة النبوية,محمد أحمد حسين,القدس,7/1/1425,المسجد الأقصى
6948,الحج دروس وعبر,فقه,الحج والعمرة,يزيد بن الخضر ابن قاسي,بوزريعة,1/12/1424,علي مغربي
6949,ولاية الله,قضايا في الاعتقاد,الأولياء,عبد الخالق بن عبد الله سنان جميعان,مكة المكرمة,"",غير محدد
6950,كرامات الأولياء,قضايا في الاعتقاد,الأولياء,عبد الخالق بن عبد الله سنان جميعان,مكة المكرمة,"",غير محدد
6951,آل البيت,قضايا في الاعتقاد,آل البيت,عبد الخالق بن عبد الله سنان جميعان,مكة المكرمة,"",غير محدد
6952,خطبة استسقاء 6/1/1425هـ,الرقاق والأخلاق والآداب,التوبة,عبد الباري بن عوض الثبيتي,المدينة المنورة,6/1/1425,المسجد النبوي
6953,إنهم يعبثون بالأخلاق.. ستار أكاديمي,"الأسرة والمجتمع, العلم والدعوة والجهاد","الإعلام, قضايا المجتمع",عبد المحسن بن مريسي الحارثي,جدة,"",جامع الحربي
6954,العار أكاديمي,"الأسرة والمجتمع, العلم والدعوة والجهاد","الإعلام, قضايا المجتمع",عبد الله بن يعقوب تركستاني,مكة المكرمة,"",الشهداء
6955,روائع من صبر الأنبياء,سيرة وتاريخ,القصص,عبد العزيز بن عبد الله آل الشيخ,الرياض,7/1/1425,جامع الإمام تركي بن عبد الله
6957,حرب المفاهيم,"العلم والدعوة والجهاد, قضايا في الاعتقاد","الاتباع, البدع والمحدثات, قضايا دعوية",عبد الرحمن السديس إمام الحرم,مكة المكرمة,14/1/1425,المسجد الحرام
6960,أيها المسلمون أفيقوا,العلم والدعوة والجهاد,المسلمون في العالم,يوسف بن عبد الوهاب أبو سنينه,القدس,14/1/1425,المسجد الأقصى
6961,عيد الأضحى 1424هـ,"الأسرة والمجتمع, العلم والدعوة والجهاد, فقه","الإعلام, الذبائح والأطعمة, المرأة, المسلمون في العالم, محاسن الشريعة",عبد الرحمن السديس إمام الحرم,مكة المكرمة,10/12/1424,المسجد الحرام
6962,سقط القناع وانشكف الغطاء,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","الفتن, المسلمون في العالم",سعود بن إبراهيم الشريم,مكة المكرمة,21/1/1425,المسجد الحرام
6963,القناعة بأهمية الصلاة والجماعة,فقه,الصلاة,صلاح بن محمد البدير,المدينة المنورة,21/1/1425,المسجد النبوي
6964,من للأقصى المبارك؟!,العلم والدعوة والجهاد,المسلمون في العالم,محمد أحمد حسين,القدس,21/1/1425,المسجد الأقصى
6965,تربية الأولاد,الأسرة والمجتمع,الأبناء,عبد العزيز بن عبد الله آل الشيخ,الرياض,21/1/1425,جامع الإمام تركي بن عبد الله
6966,البرامج الغربية المعرَّبة وصناعة نجوم الضياع,العلم والدعوة والجهاد,الإعلام,ماجد بن عبد الرحمن الفريان,الرياض,14/1/1425,سليمان بن مقيرن
6967,أبغض الحلال,"الأسرة والمجتمع, فقه","الطلاق, قضايا المجتمع",عبد العزيز بن عبد الله آل الشيخ,الرياض,17/11/1424,جامع الإمام تركي بن عبد الله
6968,أبواب الخيرات,الرقاق والأخلاق والآداب,فضائل الأعمال,صالح بن عبد الله بن حميد,مكة المكرمة,28/1/1425,المسجد الحرام
6969,بين الخوف والرجاء والمحبّة,"التوحيد, الرقاق والأخلاق والآداب","أعمال القلوب, الألوهية",علي بن عبد الرحمن الحذيفي,المدينة المنورة,28/1/1425,المسجد النبوي
6970,إنها الأمّ,"الأسرة والمجتمع, الرقاق والأخلاق والآداب","الآداب والحقوق العامة, الوالدان",مازن التويجري,الرياض,"",جامع حي النزهة
6971,ظاهرة التسوّل,الأسرة والمجتمع,قضايا المجتمع,أحمد المهنّا,الرياض,"",جامع أحمد البدّاوي
6972,الملاعين الأربعة,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","أحاديث مشروحة, الكبائر والمعاصي",عبد العزيز بن عبد الله آل الشيخ,الرياض,28/1/1425,جامع الإمام تركي بن عبد الله
6973,حق الوالدين,الأسرة والمجتمع,الوالدان,عكرمة بن سعيد صبري,القدس,28/1/1425,المسجد الأقصى
6974,فقيد الدعاة والمجاهدين,"العلم والدعوة والجهاد, موضوعات عامة","المسلمون في العالم, جرائم وحوادث",أسامة بن عبد الله خياط,مكة المكرمة,5/2/1425,المسجد الحرام
6975,تضحية مقعَد,العلم والدعوة والجهاد,المسلمون في العالم,عبد الباري بن عوض الثبيتي,المدينة المنورة,5/2/1425,المسجد النبوي
6976,استشهاد الشيخ أحمد ياسين,العلم والدعوة والجهاد,المسلمون في العالم,يوسف بن عبد الوهاب أبو سنينه,القدس,5/2/1425,المسجد الأقصى
6977,الخشوع في الصلاة,"الرقاق والأخلاق والآداب, فقه","أعمال القلوب, الصلاة",عبد العزيز بن عبد الله آل الشيخ,الرياض,5/2/1425,جامع الإمام تركي بن عبد الله
6978,غدر اليهود واغتيال الشيخ أحمد ياسين,"العلم والدعوة والجهاد, موضوعات عامة","المسلمون في العالم, جرائم وحوادث",عبد العزيز بن محمد القنام,وادي الدواسر,5/2/1425,جامع النويعمة القديم
6979,العبادة في الهرج,الرقاق والأخلاق والآداب,الفتن,فهد بن حسن الغراب,الرياض,9/2/1424,جامع شيخ الإسلام ابن تيمية
6980,الله أكبر,الرقاق والأخلاق والآداب,الدعاء والذكر,فهد بن حسن الغراب,الرياض,11/1/1424,جامع شيخ الإسلام ابن تيمية
6981,خصائص مجتمعنا,"الأسرة والمجتمع, العلم والدعوة والجهاد","قضايا المجتمع, محاسن الشريعة",فهد بن حسن الغراب,الرياض,22/1/1423,جامع شيخ الإسلام ابن تيمية
6982,علو الهمة,"الأسرة والمجتمع, الرقاق والأخلاق والآداب","أعمال القلوب, قضايا المجتمع",فهد بن حسن الغراب,الرياض,13/5/1422,جامع شيخ الإسلام ابن تيمية
6983,عيد الفطر: الاستقامة على الدين,"الأسرة والمجتمع, الرقاق والأخلاق والآداب","أعمال القلوب, المرأة",فهد بن حسن الغراب,الرياض,"",جامع شيخ الإسلام ابن تيمية
6984,مكانة المسجد,فقه,المساجد,فهد بن حسن الغراب,الرياض,6/7/1423,جامع شيخ الإسلام ابن تيمية
6985,نعمة السيارات وخطرها,"الرقاق والأخلاق والآداب, موضوعات عامة","الآداب والحقوق العامة, جرائم وحوادث, فضائل الأعمال",فهد بن حسن الغراب,الرياض,20/7/1423,جامع شيخ الإسلام ابن تيمية
6986,وصف حال أهل الغربة,"أديان وفرق ومذاهب, الرقاق والأخلاق والآداب","الفتن, الفرقة الناجية",فهد بن حسن الغراب,الرياض,16/10/1423,جامع شيخ الإسلام ابن تيمية
6987,ويجعل الله فيه خيرًا كثيرًا,الإيمان,القضاء والقدر,فهد بن حسن الغراب,الرياض,25/1/1424,جامع شيخ الإسلام ابن تيمية
6988,ذكرى استقلال الجزائر,العلم والدعوة والجهاد,المسلمون في العالم,مراد وعمارة,باب الوادي,"",التقوى
6992,ضرر المخدِّرات,"الأسرة والمجتمع, فقه","الذبائح والأطعمة, قضايا المجتمع",مراد وعمارة,باب الوادي,"",التقوى
6995,أثر وفاة الشيخ العثيمين ومن قبله من العلماء الربانيين,العلم والدعوة والجهاد,العلم الشرعي,مراد وعمارة,باب الوادي,17/10/1421,التقوى
6997,كيفية النصيحة للأمراء والولاة,"أديان وفرق ومذاهب, العلم والدعوة والجهاد","فرق منتسبة, قضايا دعوية",مراد وعمارة,باب الوادي,"",التقوى
6998,العلمانية وخطرها,أديان وفرق ومذاهب,أديان,إبراهيم بن محمد الفارس,المجمعة,"",جامع الجزيرة
6999,سلاح المؤمن الدعاء,الرقاق والأخلاق والآداب,الدعاء والذكر,إبراهيم بن محمد الفارس,المجمعة,"",جامع الجزيرة
7000,أسباب محبة الله تعالى (1),"الإيمان, الرقاق والأخلاق والآداب","أعمال القلوب, الله عز وجل",عبد الله بن علي الهزاني,الرياض,20/10/1422,جامع رياض الصالحين
7001,أسباب محبة الله تعالى (2),"الإيمان, الرقاق والأخلاق والآداب","أعمال القلوب, الله عز وجل",عبد الله بن علي الهزاني,الرياض,27/10/1422,جامع رياض الصالحين
7002,جهاد المقاطعة,العلم والدعوة والجهاد,القتال والجهاد,عبد الله بن علي الهزاني,الرياض,27/2/1423,جامع رياض الصالحين
7003,بروتوكولات أخبار الصهاينة,أديان وفرق ومذاهب,أديان,محمد الشعراني,غير محددة,"",غير محدد
7004,الرافضة والشيخ محمد بن عبد الوهاب,أديان وفرق ومذاهب,أديان,محمد الشعراني,غير محددة,"",غير محدد
7005,مقارنة بين جيش البعث والانتفاضة,العلم والدعوة والجهاد,المسلمون في العالم,محمد الشعراني,غير محددة,"",غير محدد
7007,خطبة عيد الفطر: الشرك الأصغر,التوحيد,الشرك ووسائله,محمد إقبال جابو,غير محددة,"",غير محدد
7008,ماذا يخفي لنا ساسة أمريكا؟ (1),العلم والدعوة والجهاد,القتال والجهاد,عبد الرحمن بن عبد العزيز العقل,بريدة,18/1/1424,جامع العودة
7009,ماذا يخفي لنا ساسة أمريكا؟ (2),العلم والدعوة والجهاد,القتال والجهاد,عبد الرحمن بن عبد العزيز العقل,بريدة,25/1/1424,جامع العودة
7010,الابتداع,قضايا في الاعتقاد,البدع والمحدثات,سعد بن أحمد الغامدي,الظهران,"",جامع الأمير محمد بن فهد
7011,كفى بالموت واعظًا,الرقاق والأخلاق والآداب,الموت والحشر,سعد بن أحمد الغامدي,الظهران,"",جامع الأمير محمد بن فهد
7014,أشد الناس عداوة لأهل الإيمان,"أديان وفرق ومذاهب, العلم والدعوة والجهاد, موضوعات عامة","أديان, القتال والجهاد, جرائم وحوادث",خالد بن عبد الله المصلح,عنيزة,"",جامع العليا
7017,الإسراء,سيرة وتاريخ,"السيرة النبوية, القصص",خالد بن عبد الله المصلح,عنيزة,"",جامع العليا
7018,غلاء المهور,"الأسرة والمجتمع, فقه","النكاح, قضايا المجتمع",زهير بن حسن حميدات,الخليل,27/3/1424,عبد الرحمن بن عوف
7019,فضل الشهادة,العلم والدعوة والجهاد,القتال والجهاد,زهير بن حسن حميدات,الخليل,26/12/1423,عبد الرحمن بن عوف
7020,"وفاة النبي <img src='../../images/salla-icon.gif' border='0'>",سيرة وتاريخ,السيرة النبوية,زهير بن حسن حميدات,الخليل,15/3/1424,عبد الرحمن بن عوف
7021,أخوة الدين وفساد الجماعات المفرّقة,العلم والدعوة والجهاد,قضايا دعوية,فرج بن حسن البوسيفي,بنغازي,"",الأرقم بن أبي الأرقم
7022,السفر,موضوعات عامة,السياحة والسفر,فهد بن عبد الله الصالح,المجمعة,"",القادسية
7023,العِـلْم,"الأسرة والمجتمع, العلم والدعوة والجهاد","العلم الشرعي, قضايا المجتمع",فهد بن عبد الله الصالح,المجمعة,"",القادسية
7024,غزوة بدر,"العلم والدعوة والجهاد, سيرة وتاريخ","المسلمون في العالم, غزوات",فهد بن عبد الله الصالح,المجمعة,"",القادسية
7025,غض البصر,الرقاق والأخلاق والآداب,"الآداب والحقوق العامة, الكبائر والمعاصي",فهد بن عبد الله الصالح,المجمعة,"",القادسية
7027,احذروا الظلم,الرقاق والأخلاق والآداب,الكبائر والمعاصي,خالد بن عبد الله المصلح,عنيزة,"",جامع العليا
7029,ألا بذكر الله تطمئن القلوب,الرقاق والأخلاق والآداب,الدعاء والذكر,خالد بن عبد الله المصلح,عنيزة,"",جامع العليا
7030,الإخلاص وفوائده,الرقاق والأخلاق والآداب,أعمال القلوب,خالد بن عبد الله المصلح,عنيزة,"",جامع العليا
7031,الحنين إلى بيت الله الحرام,فقه,الحج والعمرة,مراد وعمارة,باب الوادي,"",التقوى
7032,أحكام الأضحية,فقه,الذبائح والأطعمة,مراد وعمارة,باب الوادي,"",التقوى
7033,ذم الفرقة والاختلاف,"أديان وفرق ومذاهب, العلم والدعوة والجهاد","فرق منتسبة, قضايا دعوية",مراد وعمارة,باب الوادي,"",التقوى
7034,التحذير من العصبيات الجاهلية,"الإيمان, الرقاق والأخلاق والآداب","الفتن, الولاء والبراء, مساوئ الأخلاق",مراد وعمارة,باب الوادي,"",التقوى
7035,لا لدعوى الجاهلية,"الإيمان, الرقاق والأخلاق والآداب","الفتن, الولاء والبراء, مساوئ الأخلاق",مراد وعمارة,باب الوادي,"",التقوى
7036,إلى رجال الإعلام والصحافة,العلم والدعوة والجهاد,الإعلام,مراد وعمارة,باب الوادي,"",التقوى
7037,خطبة عيد الأضحى1421هـ,فقه,الذبائح والأطعمة,مراد وعمارة,باب الوادي,10/12/1421,التقوى
7038,مبدأ التأريخ الهجري وخطورة تركه - فضل المحرم وعاشوراء,الرقاق والأخلاق والآداب,فضائل الأزمنة والأمكنة,خالد بن عبد الله المصلح,عنيزة,"",جامع العليا
704,الشهادة بين الواقع والواجب,الرقاق والأخلاق والآداب,الكبائر والمعاصي,صالح الونيان,بريدة,"",جامع الإمام محمد بن عبد الوهاب
7040,خصائص الأمة المحمدية,العلم والدعوة والجهاد,محاسن الشريعة,حسين بن عبد العزيز آل الشيخ,المدينة المنورة,12/2/1425,المسجد النبوي
7041,فضل الصدق,"التوحيد, الرقاق والأخلاق والآداب","أعمال القلوب, الألوهية",عبد العزيز بن عبد الله آل الشيخ,الرياض,12/2/1425,جامع الإمام تركي بن عبد الله
7042,جرائم أمريكا عبر التاريخ,العلم والدعوة والجهاد,المسلمون في العالم,ناصر بن محمد الأحمد,الخبر,9/2/1424,النور
7043,دروس من حرب العراق,العلم والدعوة والجهاد,المسلمون في العالم,ناصر بن محمد الأحمد,الخبر,16/2/1424,النور
7044,الأمة الإسلامية بين الأنفاق والآفاق,العلم والدعوة والجهاد,"الإعلام, المسلمون في العالم",عبد الرحمن السديس إمام الحرم,مكة المكرمة,12/2/1425,المسجد الحرام
7045,حقائق التاريخ في حرب العراق,العلم والدعوة والجهاد,المسلمون في العالم,ناصر بن محمد الأحمد,الخبر,23/2/1424,النور
7046,هل انتهت حرب العراق؟,العلم والدعوة والجهاد,المسلمون في العالم,ناصر بن محمد الأحمد,الخبر,1/3/1424,النور
7047,خارطة الطريق,العلم والدعوة والجهاد,المسلمون في العالم,ناصر بن محمد الأحمد,الخبر,15/3/1424,النور
7048,مقتل الشيخ أحمد ياسين,العلم والدعوة والجهاد,المسلمون في العالم,سعد القحطاني,غير محدد,5/2/1425,غير محدد
7049,فداء الأقصى,العلم والدعوة والجهاد,المسلمون في العالم,محمد أحمد حسين,القدس,12/2/1425,المسجد الأقصى
705,التفكر في خلق الله وأثره,"الإيمان, موضوعات عامة","خصال الإيمان, مخلوقات الله",سعد بن تركي الخثلان,الرياض,"",جامع الأميرة سارة بنت سعد
7050,إمام العصر اغتيل بعد صلاة الفجر,موضوعات عامة,جرائم وحوادث,علاء الدين بن محمود زعتري,حلب,5/2/1425,جامع الصديق
7051,إرهاب اليهود في فلسطين وقتلهم لأحمد ياسين,موضوعات عامة,جرائم وحوادث,إبراهيم بن عبد الله صاحب,بيش,5/2/1425,جامع قرية المجديرة
7052,الوجه السافر للعدوان الكافر,العلم والدعوة والجهاد,المسلمون في العالم,سعود بن إبراهيم الشريم,مكة المكرمة,19/2/1425,المسجد الحرام
7053,صلة الرحم,الأسرة والمجتمع,الأرحام,علي بن عبد الرحمن الحذيفي,المدينة المنورة,19/2/1425,المسجد النبوي
7054,إنما المؤمنون إخوة,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","الآداب والحقوق العامة, القرآن والتفسير",عبد العزيز بن عبد الله آل الشيخ,الرياض,19/2/1425,جامع الإمام تركي بن عبد الله
7055,بين المجازر والسياسة الاستيطانية,العلم والدعوة والجهاد,المسلمون في العالم,عكرمة بن سعيد صبري,القدس,19/2/1425,المسجد الأقصى
7056,خطبة استسقاء 11/2/1425هـ,الرقاق والأخلاق والآداب,"آثار الذنوب والمعاصي, التوبة",علي بن عبد الرحمن الحذيفي,المدينة المنورة,11/2/1425,المسجد النبوي
7057,وقفة محاسبة,الرقاق والأخلاق والآداب,"اغتنام الأوقات, التوبة",عبد العزيز بن عبد الله آل الشيخ,الرياض,29/12/1424,جامع الإمام تركي بن عبد الله
7058,الإسلام وموقف أعدائه منه,العلم والدعوة والجهاد,"المسلمون في العالم, قضايا دعوية",عبد الله بن عبيد الله بن عطاء,المدينة المنورة,19/2/1425,جامع الكويتي
7059,جهاد واستشهاد,"العلم والدعوة والجهاد, موضوعات عامة","القتال والجهاد, جرائم وحوادث",عبد الله بن عبيد الله بن عطاء,المدينة المنورة,12/2/1425,المالحة
706,قصة أصحاب الصخرة,سيرة وتاريخ,القصص,سعد بن تركي الخثلان,الرياض,"",جامع الأميرة سارة بنت سعد
7060,قتل النفس المؤمنة وحرمان النساء من الميراث,"الأسرة والمجتمع, الرقاق والأخلاق والآداب, فقه","الفرائض والوصايا, الكبائر والمعاصي, قضايا الأسرة",زهير بن حسن حميدات,الخليل,23/7/1424,عبد الرحمن بن عوف
7061,هذا هو الذكر,الرقاق والأخلاق والآداب,"الدعاء والذكر, فضائل الأعمال",محمد الغزالي,القاهرة,"",عمرو بن العاص
7062,نظرة الإسلام إلى المال,"العلم والدعوة والجهاد, فقه","الزكاة والصدقة, محاسن الشريعة",محمد الغزالي,القاهرة,"",عمرو بن العاص
7063,العوازل الحرارية,"الإيمان, الرقاق والأخلاق والآداب","الموت والحشر, اليوم الآخر",محمد بن إبراهيم النعيم,الهفوف,24/4/1423,جامع الصيهد
7064,الفرصُ التي لا تعوَّض,الرقاق والأخلاق والآداب,اغتنام الأوقات,محمد بن إبراهيم النعيم,الهفوف,25/11/1422,جامع الصيهد
7065,صبراً يا أهل العراق,العلم والدعوة والجهاد,"القتال والجهاد, المسلمون في العالم",يوسف بن عبد الوهاب أبو سنينه,القدس,25/1/1424,المسجد الأقصى
7066,الغلوّ والإرهاب,"الأسرة والمجتمع, موضوعات عامة","جرائم وحوادث, قضايا المجتمع",صالح بن عبد الله بن حميد,مكة المكرمة,26/2/1425,المسجد الحرام
7067,أمنيات الموتى,الرقاق والأخلاق والآداب,"اغتنام الأوقات, الموت والحشر",محمد بن إبراهيم النعيم,الهفوف,21/6/1423,جامع الصيهد
7068,أهمية الأمن,"الأسرة والمجتمع, موضوعات عامة","جرائم وحوادث, قضايا المجتمع",علي بن عبد الرحمن الحذيفي,المدينة المنورة,26/2/1425,المسجد النبوي
7069,أسراب البعوض,الرقاق والأخلاق والآداب,"الآداب والحقوق العامة, الكبائر والمعاصي",فيصل بن سعود الحليبي,الهفوف,24/10/1419,جامع النجار
7070,هل تسمع حقًّا؟!,الإيمان,حقيقة الإيمان,فيصل بن سعود الحليبي,الهفوف,9/3/1419,جامع النجار
7071,الديون وتدبير النفقة,فقه,الديون والقروض,عبد الرحيم بن إبراهيم الهاشم,الهفوف,"",جامع البندرية
7072,مسؤولية أمن الأمة,"الأسرة والمجتمع, موضوعات عامة","جرائم وحوادث, قضايا المجتمع",عبد العزيز بن عبد الله آل الشيخ,الرياض,26/2/1425,جامع الإمام تركي بن عبد الله
7073,المرأة تربية ومكانة,"أديان وفرق ومذاهب, الأسرة والمجتمع","المرأة, مذاهب فكرية معاصرة",عبد المحسن بن عبد الرحمن القاضي,عنيزة,20/2/1423,جامع السلام
7074,فلسطين: أمل بنصر الله,العلم والدعوة والجهاد,القتال والجهاد,عبد المحسن بن عبد الرحمن القاضي,عنيزة,"",جامع السلام
7076,كيف ضعف المسلمون,العلم والدعوة والجهاد,المسلمون في العالم,عبد المحسن بن عبد الرحمن القاضي,عنيزة,"",جامع السلام
7077,غربة الدين والواقع المؤلم,العلم والدعوة والجهاد,المسلمون في العالم,عبد المحسن بن عبد الرحمن القاضي,عنيزة,"",جامع السلام
7078,تشديد النكير على التفجير الحقير,موضوعات عامة,جرائم وحوادث,عبد الرحمن السديس إمام الحرم,مكة المكرمة,4/3/1425,المسجد الحرام
7079,عدوان المفسدين,موضوعات عامة,جرائم وحوادث,علي بن عبد الرحمن الحذيفي,المدينة المنورة,4/3/1425,المسجد النبوي
7081,الجواسيس,الإيمان,نواقض الإيمان,زهير بن حسن حميدات,الخليل,11/9/1423,عبد الرحمن بن عوف
